總地點數:1587
Category0:
VenueId:427d5680f964a520a8211fe3		checkinsCount:56067		lat: 40.6716389935202	lng:-73.96381202180841	Category:4bf58dd8d48988d18f941735
VenueId:4a01c9dbf964a520fe701fe3		checkinsCount:6608		lat: 40.68189338566111	lng:-73.96026596439529	Category:4bf58dd8d48988d1e0931735

Category4:
VenueId:481a14a5f964a520734f1fe3		checkinsCount:16289		lat: 40.672307292956866	lng:-73.95784374357962	Category:4bf58dd8d48988d117941735
VenueId:4bcb54340687ef3b057cddcc		checkinsCount:12785		lat: 40.68183918319127	lng:-73.96677481467539	Category:4bf58dd8d48988d117941735
VenueId:4ad13502f964a5207fdd20e3		checkinsCount:10125		lat: 40.676829026053525	lng:-73.96343804293127	Category:4bf58dd8d48988d116941735
VenueId:49e1f68df964a520ea611fe3		checkinsCount:9856		lat: 40.67546836870601	lng:-73.96357781425837	Category:4bf58dd8d48988d116941735
VenueId:4ebca79ce300ba1043ce6d8a		checkinsCount:8453		lat: 40.67396103632496	lng:-73.95698262276463	Category:4bf58dd8d48988d122941735
VenueId:47bd72ecf964a520d84d1fe3		checkinsCount:8151		lat: 40.67991194119049	lng:-73.9679284768499	Category:4bf58dd8d48988d11e941735
VenueId:4e2a3b1fd4c0e5c89ab79a36		checkinsCount:7775		lat: 40.67739971396978	lng:-73.96390914916992	Category:4bf58dd8d48988d11e941735
VenueId:4bb673376edc76b0d5f6301c		checkinsCount:4097		lat: 40.66090993271911	lng:-73.96127617072706	Category:4bf58dd8d48988d116941735
VenueId:4da7cf1981541df437af6cf7		checkinsCount:3646		lat: 40.68193081222049	lng:-73.94995122562862	Category:4bf58dd8d48988d121941735
VenueId:4c3e42908d99b713d6cb1a06		checkinsCount:2381		lat: 40.67748108050053	lng:-73.93554210662842	Category:4bf58dd8d48988d116941735

Category5:
VenueId:4c97edbdf419a09395806b88		checkinsCount:79660		lat: 40.65016889724004	lng:-73.94957542419434	Category:5345731ebcbc57f1066c39b2
VenueId:42893400f964a52052231fe3		checkinsCount:61494		lat: 40.66390776998241	lng:-73.970947265625	Category:4bf58dd8d48988d163941735
VenueId:4ba93c43f964a520e5163ae3		checkinsCount:25966		lat: 40.67225179047422	lng:-73.97010951084154	Category:4bf58dd8d48988d163941735
VenueId:42717900f964a5206f211fe3		checkinsCount:24888		lat: 40.66760245789949	lng:-73.96317958831787	Category:52e81612bcbc57f1066b7a22
VenueId:4dab7425fa8cc764974da770		checkinsCount:24735		lat: 40.68571485984486	lng:-73.94043445587158	Category:4f2a25ac4b909258e854f55f
VenueId:4a468cd9f964a52015a91fe3		checkinsCount:21889		lat: 40.66875802311211	lng:-73.97030353546143	Category:4bf58dd8d48988d163941735
VenueId:4c02ec6bf56c2d7f442f1c66		checkinsCount:15105		lat: 40.66911608150882	lng:-73.94283771514893	Category:4f2a25ac4b909258e854f55f
VenueId:4662bcadf964a5206e471fe3		checkinsCount:14779		lat: 40.673673020430236	lng:-73.97013187408447	Category:4bf58dd8d48988d164941735
VenueId:4c329d79213c2d7f4fcd355d		checkinsCount:13309		lat: 40.65200850751782	lng:-73.95901679992676	Category:4f2a25ac4b909258e854f55f
VenueId:4c6b8bf096eaa5937bc622df		checkinsCount:7931		lat: 40.65378295079248	lng:-73.93064975738525	Category:4f2a25ac4b909258e854f55f

Category6:
VenueId:433f2300f964a52054281fe3		checkinsCount:15135		lat: 40.67256636389564	lng:-73.96884441375732	Category:4bf58dd8d48988d12f941735
VenueId:4b688c4df964a520357f2be3		checkinsCount:6762		lat: 40.65671312078148	lng:-73.94318103790283	Category:4bf58dd8d48988d196941735
VenueId:4b4fe5abf964a520f31827e3		checkinsCount:6081		lat: 40.65903036432116	lng:-73.93318357867925	Category:4bf58dd8d48988d196941735
VenueId:4b9a41dcf964a520c2a735e3		checkinsCount:5325		lat: 40.65506134735379	lng:-73.91249899654558	Category:4bf58dd8d48988d196941735
VenueId:4b96772ef964a520e0cd34e3		checkinsCount:2835		lat: 40.67832728653328	lng:-73.93717288970947	Category:4bf58dd8d48988d196941735
VenueId:49f19a05f964a520b2691fe3		checkinsCount:2642		lat: 40.66908642248909	lng:-73.9423511438116	Category:4bf58dd8d48988d139941735
VenueId:4bb8b4abcf2fc9b69bbf9f02		checkinsCount:2490		lat: 40.68859281763676	lng:-73.96517919093323	Category:4bf58dd8d48988d132941735
VenueId:4c879438f554236a89d9cd55		checkinsCount:2151		lat: 40.6782837319809	lng:-73.96623528870116	Category:4f4533804b9074f6e4fb0105
VenueId:48f607d3f964a52047521fe3		checkinsCount:2005		lat: 40.687875	lng:-73.969508	Category:4bf58dd8d48988d13a941735
VenueId:4acbc102f964a5204bc520e3		checkinsCount:1673		lat: 40.655248051873194	lng:-73.9440393447876	Category:4bf58dd8d48988d196941735

Category7:
VenueId:4bdd998239b4c928546d1193		checkinsCount:2422		lat: 40.69153826017621	lng:-73.959634582752	Category:4d954b06a243a5684965b473
VenueId:4bbeb33d30c99c74203e5411		checkinsCount:1590		lat: 40.691738	lng:-73.959443	Category:4d954b06a243a5684965b473
VenueId:4da3e303573d1456ad53227d		checkinsCount:1485		lat: 40.689300615484065	lng:-73.9602774440424	Category:4f2a210c4b9023bd5841ed28
VenueId:5115467de4b0c5c7cf7976a0		checkinsCount:1099		lat: 40.679520961037184	lng:-73.9381548982625	Category:4d954b06a243a5684965b473
VenueId:4d7e05d1e7e1721ea96fd80b		checkinsCount:930		lat: 40.67866902054014	lng:-73.92144441604614	Category:4f2a210c4b9023bd5841ed28
VenueId:4d858cbc5e70224bf4a92509		checkinsCount:902		lat: 40.67613734801564	lng:-73.95852105009223	Category:4d954b06a243a5684965b473
VenueId:4c6e749f10faa14399a8f068		checkinsCount:820		lat: 40.67064035482313	lng:-73.95906059764725	Category:4d954b06a243a5684965b473
VenueId:5047a95be4b0568f68be52f0		checkinsCount:789		lat: 40.68253965438362	lng:-73.96665428240792	Category:4d954b06a243a5684965b473
VenueId:4a6bafeaf964a5209dcf1fe3		checkinsCount:758		lat: 40.653374	lng:-73.96245002746582	Category:4d954b06a243a5684965b473
VenueId:4dadbd2a1e72b2444e47f634		checkinsCount:745		lat: 40.68367323037488	lng:-73.96383610171844	Category:4d954b06a243a5684965b473

Category8:
VenueId:4839a8ddf964a5200e501fe3		checkinsCount:17406		lat: 40.687415187557306	lng:-73.96922528743744	Category:4bf58dd8d48988d1f7941735
VenueId:49eb2940f964a520a8661fe3		checkinsCount:16254		lat: 40.6724520326176	lng:-73.97003700441346	Category:4bf58dd8d48988d1fa941735
VenueId:4b081dd2f964a520210423e3		checkinsCount:3341		lat: 40.67994539490145	lng:-73.9444750638026	Category:52f2ab2ebcbc57f1066b8b46
VenueId:4d8509dd99b78cfa1ecdc51f		checkinsCount:3212		lat: 40.676303082217395	lng:-73.95833163410352	Category:52f2ab2ebcbc57f1066b8b46
VenueId:4da90de76a2303012eec2a7c		checkinsCount:2956		lat: 40.671359	lng:-73.957709	Category:4bf58dd8d48988d118951735
VenueId:5105ab25e4b0e45f04882583		checkinsCount:2915		lat: 40.672619	lng:-73.962419	Category:4bf58dd8d48988d1f5941735
VenueId:4a72331bf964a52096da1fe3		checkinsCount:2101		lat: 40.68696742717664	lng:-73.96283738828878	Category:4bf58dd8d48988d1f5941735
VenueId:4a52aacbf964a520dfb11fe3		checkinsCount:1423		lat: 40.678412	lng:-73.968613	Category:52f2ab2ebcbc57f1066b8b30
VenueId:500f2d72e4b0c1e6fd42f5dd		checkinsCount:1401		lat: 40.682949889486515	lng:-73.96415752563003	Category:4d954b0ea243a5684a65b473
VenueId:51f9c38a498e0a7711ce2e28		checkinsCount:1343		lat: 40.651951	lng:-73.958973	Category:4bf58dd8d48988d176941735

Category9:
VenueId:4ab912baf964a520e77d20e3		checkinsCount:16618		lat: 40.65052298546056	lng:-73.96298110485071	Category:4bf58dd8d48988d1fd931735
VenueId:4b636f5df964a5209d792ae3		checkinsCount:15494		lat: 40.66161146080779	lng:-73.96224590222664	Category:4bf58dd8d48988d1fd931735
VenueId:4b7d7a14f964a520f2c02fe3		checkinsCount:13300		lat: 40.668692921378884	lng:-73.93140077590942	Category:4bf58dd8d48988d1fd931735
VenueId:4b0b68cef964a5202f3123e3		checkinsCount:8585		lat: 40.67933621045698	lng:-73.93028497695923	Category:4bf58dd8d48988d1fd931735
VenueId:4b76cf7af964a520d3602ee3		checkinsCount:8425		lat: 40.65526229575358	lng:-73.9615085721016	Category:4bf58dd8d48988d1fd931735
VenueId:4b1c683af964a520060724e3		checkinsCount:6746		lat: 40.6706459457292	lng:-73.95802974700928	Category:4bf58dd8d48988d1fd931735
VenueId:4c1943b36e02b71394b8627b		checkinsCount:6654		lat: 40.68036952800187	lng:-73.94965589046478	Category:4bf58dd8d48988d1fd931735
VenueId:4b74f496f964a52047f92de3		checkinsCount:5726		lat: 40.68059294410513	lng:-73.95582881515935	Category:4bf58dd8d48988d1fd931735
VenueId:4b93d226f964a520625334e3		checkinsCount:5242		lat: 40.66481089473042	lng:-73.92263775961564	Category:4bf58dd8d48988d1fd931735
VenueId:4b941318f964a520206634e3		checkinsCount:4851		lat: 40.68617919011095	lng:-73.91620206017099	Category:4bf58dd8d48988d1fd931735

