Category:	0	1	2	3	4	5	6	7	8	9
Category:0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	
Category:1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Category:2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Category:3	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.36	0.36	
Category:4	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.43	
Category:5	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.21	0.17	0.29	
Category:6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.41	0.41	
Category:7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.56	
Category:8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
Category:9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	

rule:	0	1	2	3	4	5	6	7	8	9
rule:0	0	0	0	0	0	0	0	0	0	0	
rule:1	0	0	0	0	0	0	0	0	0	0	
rule:2	0	0	0	0	0	0	0	0	0	0	
rule:3	0	0	0	0	0	0	1	0	0	0	
rule:4	0	0	0	0	0	0	0	0	0	0	
rule:5	0	0	0	0	0	0	0	0	0	0	
rule:6	0	0	0	0	0	0	0	0	0	0	
rule:7	0	0	0	0	0	0	0	0	0	0	
rule:8	0	0	0	0	0	0	0	0	0	0	
rule:9	0	0	0	0	0	0	0	0	0	0	
Category:	0	1	2	3	4	5	6	7	8	9
Category:0	0.0	0.0	0.0	1.0E-4	0.0	0.5	0.5001	0.0	0.0	0.0	
Category:1	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.0	0.0	
Category:2	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.0	0.0	
Category:3	0.0	0.0	0.0	1.0E-4	0.0	0.29	1.0E-4	0.0	0.36	0.36	
Category:4	0.0	0.0	0.0	1.0E-4	0.0	0.0	0.5700999999999999	0.0	0.0	0.43	
Category:5	0.0	0.0	0.0	1.0E-4	0.0	0.0	0.3301	0.21	0.17	0.29	
Category:6	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.18	0.41	0.41	
Category:7	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.44	0.56	
Category:8	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.0	1.0	
Category:9	0.0	0.0	0.0	1.0E-4	0.0	0.0	1.0E-4	0.0	0.0	0.0	

popularity:
0.04727227070123674	0.00565007219536694	4.3945005963965094E-4	0.4189842425764329	0.02366752464059263	0.07301148848013057	0.07646431037729927	0.03157762571410635	0.16862326574172892	0.15430974951346602	
user_preference:
0.06200317965023847	0.00794912559618442	0.00794912559618442	0.2178060413354531	0.04292527821939587	0.1891891891891892	0.12400635930047695	0.05246422893481717	0.1383147853736089	0.1573926868044515	
preference:
0.10342365733286271	0.012899780299286918	0.008334176517536835	0.5849245912077428	0.06366302069794744	0.25316264940816924	0.19100521961579742	0.08013288799771225	0.286064324623979	0.2926005674736286	
SUM:1.8762108751746633

Checked_Path : 1 -> 0 -> 3 -> 3 -> 3 -> 6 -> 7	 Probility: 1.0342365733286274E-17
Checked_Path : 1 -> 0 -> 3 -> 8 -> 6 -> 6 -> 7	 Probility: 3.723251663983058E-14
Checked_Path : 1 -> 0 -> 3 -> 8 -> 6 -> 7 -> 7	 Probility: 6.701852995169504E-11
Checked_Path : 1 -> 0 -> 3 -> 8 -> 6 -> 8 -> 7	 Probility: 1.5265331822330537E-10
Checked_Path : 1 -> 0 -> 3 -> 8 -> 6 -> 9 -> 7	 Probility: 1.5265331822330537E-10
Checked_Path : 1 -> 0 -> 3 -> 8 -> 9 -> 6 -> 7	 Probility: 3.723251663983058E-10
Checked_Path : 1 -> 0 -> 3 -> 9 -> 3 -> 6 -> 7	 Probility: 3.723251663983058E-14
Checked_Path : 1 -> 0 -> 3 -> 9 -> 6 -> 6 -> 7	 Probility: 3.723251663983058E-14
Checked_Path : 1 -> 0 -> 3 -> 9 -> 6 -> 7 -> 7	 Probility: 6.701852995169504E-11
Checked_Path : 1 -> 0 -> 3 -> 9 -> 6 -> 8 -> 7	 Probility: 1.5265331822330537E-10
Checked_Path : 1 -> 0 -> 3 -> 9 -> 6 -> 9 -> 7	 Probility: 1.5265331822330537E-10
Checked_Path : 1 -> 0 -> 5 -> 3 -> 3 -> 6 -> 7	 Probility: 5.1711828666431365E-14
Checked_Path : 1 -> 0 -> 5 -> 3 -> 5 -> 6 -> 7	 Probility: 4.950321646408807E-7
Checked_Path : 1 -> 0 -> 5 -> 3 -> 6 -> 6 -> 7	 Probility: 5.1711828666431365E-14
Checked_Path : 1 -> 0 -> 5 -> 3 -> 6 -> 7 -> 7	 Probility: 9.308129159957646E-11
Checked_Path : 1 -> 0 -> 5 -> 3 -> 6 -> 8 -> 7	 Probility: 2.1201849753236857E-10
Checked_Path : 1 -> 0 -> 5 -> 3 -> 6 -> 9 -> 7	 Probility: 2.1201849753236857E-10
Checked_Path : 1 -> 0 -> 5 -> 3 -> 8 -> 6 -> 7	 Probility: 1.861625831991529E-10
Checked_Path : 1 -> 0 -> 5 -> 3 -> 9 -> 6 -> 7	 Probility: 1.861625831991529E-10
Checked_Path : 1 -> 0 -> 5 -> 6 -> 7 -> 3 -> 7	 Probility: 3.072613435702018E-7
Checked_Path : 1 -> 0 -> 5 -> 6 -> 8 -> 3 -> 7	 Probility: 6.998730603543486E-7
Checked_Path : 1 -> 0 -> 5 -> 6 -> 9 -> 3 -> 7	 Probility: 6.998730603543486E-7
Checked_Path : 1 -> 0 -> 5 -> 7 -> 3 -> 6 -> 7	 Probility: 1.0859484019950586E-10
Checked_Path : 1 -> 0 -> 5 -> 8 -> 3 -> 6 -> 7	 Probility: 8.791010873293333E-11
Checked_Path : 1 -> 0 -> 5 -> 9 -> 3 -> 6 -> 7	 Probility: 1.4996430313265095E-10
Checked_Path : 1 -> 0 -> 6 -> 6 -> 7 -> 3 -> 7	 Probility: 9.309990785789636E-11
Checked_Path : 1 -> 0 -> 6 -> 6 -> 8 -> 3 -> 7	 Probility: 2.1206090123187505E-10
Checked_Path : 1 -> 0 -> 6 -> 6 -> 9 -> 3 -> 7	 Probility: 2.1206090123187505E-10
Checked_Path : 1 -> 0 -> 6 -> 7 -> 3 -> 3 -> 7	 Probility: 9.309990785789636E-11
Checked_Path : 1 -> 0 -> 6 -> 7 -> 3 -> 5 -> 7	 Probility: 2.699897327878994E-7
Checked_Path : 1 -> 0 -> 6 -> 7 -> 3 -> 6 -> 7	 Probility: 9.309990785789636E-11
Checked_Path : 1 -> 0 -> 6 -> 7 -> 3 -> 8 -> 7	 Probility: 3.3515966828842685E-7
Checked_Path : 1 -> 0 -> 6 -> 7 -> 3 -> 9 -> 7	 Probility: 3.3515966828842685E-7
Checked_Path : 1 -> 0 -> 6 -> 7 -> 8 -> 3 -> 7	 Probility: 4.09639594574744E-7
Checked_Path : 1 -> 0 -> 6 -> 7 -> 9 -> 3 -> 7	 Probility: 5.213594840042197E-7
Checked_Path : 1 -> 0 -> 6 -> 8 -> 3 -> 3 -> 7	 Probility: 2.1206090123187505E-10
Checked_Path : 1 -> 0 -> 6 -> 8 -> 3 -> 5 -> 7	 Probility: 6.149766135724376E-7
Checked_Path : 1 -> 0 -> 6 -> 8 -> 3 -> 6 -> 7	 Probility: 2.1206090123187505E-10
Checked_Path : 1 -> 0 -> 6 -> 8 -> 3 -> 8 -> 7	 Probility: 7.634192444347501E-7
Checked_Path : 1 -> 0 -> 6 -> 8 -> 3 -> 9 -> 7	 Probility: 7.634192444347501E-7
Checked_Path : 1 -> 0 -> 6 -> 8 -> 9 -> 3 -> 7	 Probility: 2.1206090123187505E-6
Checked_Path : 1 -> 0 -> 6 -> 9 -> 3 -> 3 -> 7	 Probility: 2.1206090123187505E-10
Checked_Path : 1 -> 0 -> 6 -> 9 -> 3 -> 5 -> 7	 Probility: 6.149766135724376E-7
Checked_Path : 1 -> 0 -> 6 -> 9 -> 3 -> 6 -> 7	 Probility: 2.1206090123187505E-10
Checked_Path : 1 -> 0 -> 6 -> 9 -> 3 -> 8 -> 7	 Probility: 7.634192444347501E-7
Checked_Path : 1 -> 0 -> 6 -> 9 -> 3 -> 9 -> 7	 Probility: 7.634192444347501E-7
Checked_Path : 1 -> 1 -> 3 -> 3 -> 3 -> 6 -> 7	 Probility: 1.289978029928692E-18
Checked_Path : 1 -> 1 -> 3 -> 3 -> 5 -> 6 -> 7	 Probility: 1.2348830682704374E-11
Checked_Path : 1 -> 1 -> 3 -> 3 -> 6 -> 6 -> 7	 Probility: 1.289978029928692E-18
Checked_Path : 1 -> 1 -> 3 -> 3 -> 6 -> 7 -> 7	 Probility: 2.3219604538716456E-15
Checked_Path : 1 -> 1 -> 3 -> 3 -> 6 -> 8 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 3 -> 3 -> 6 -> 9 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 3 -> 3 -> 8 -> 6 -> 7	 Probility: 4.643920907743291E-15
Checked_Path : 1 -> 1 -> 3 -> 3 -> 9 -> 6 -> 7	 Probility: 4.643920907743291E-15
Checked_Path : 1 -> 1 -> 3 -> 5 -> 3 -> 6 -> 7	 Probility: 3.7409362867932065E-15
Checked_Path : 1 -> 1 -> 3 -> 5 -> 6 -> 6 -> 7	 Probility: 1.2348830682704374E-11
Checked_Path : 1 -> 1 -> 3 -> 5 -> 6 -> 7 -> 7	 Probility: 2.222789522886787E-8
Checked_Path : 1 -> 1 -> 3 -> 5 -> 6 -> 8 -> 7	 Probility: 5.063020579908793E-8
Checked_Path : 1 -> 1 -> 3 -> 5 -> 6 -> 9 -> 7	 Probility: 5.063020579908793E-8
Checked_Path : 1 -> 1 -> 3 -> 5 -> 7 -> 6 -> 7	 Probility: 7.855966202265734E-12
Checked_Path : 1 -> 1 -> 3 -> 5 -> 8 -> 6 -> 7	 Probility: 6.359591687548451E-12
Checked_Path : 1 -> 1 -> 3 -> 5 -> 9 -> 6 -> 7	 Probility: 1.0848715231700296E-11
Checked_Path : 1 -> 1 -> 3 -> 6 -> 6 -> 6 -> 7	 Probility: 1.289978029928692E-18
Checked_Path : 1 -> 1 -> 3 -> 6 -> 6 -> 7 -> 7	 Probility: 2.3219604538716456E-15
Checked_Path : 1 -> 1 -> 3 -> 6 -> 6 -> 8 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 3 -> 6 -> 6 -> 9 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 3 -> 6 -> 7 -> 3 -> 7	 Probility: 2.3219604538716456E-15
Checked_Path : 1 -> 1 -> 3 -> 6 -> 7 -> 6 -> 7	 Probility: 2.3219604538716456E-15
Checked_Path : 1 -> 1 -> 3 -> 6 -> 7 -> 8 -> 7	 Probility: 1.021662599703524E-11
Checked_Path : 1 -> 1 -> 3 -> 6 -> 7 -> 9 -> 7	 Probility: 1.3002978541681215E-11
Checked_Path : 1 -> 1 -> 3 -> 6 -> 8 -> 3 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 3 -> 6 -> 8 -> 6 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 3 -> 6 -> 8 -> 9 -> 7	 Probility: 5.288909922707636E-11
Checked_Path : 1 -> 1 -> 3 -> 6 -> 9 -> 3 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 3 -> 6 -> 9 -> 6 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 3 -> 8 -> 3 -> 6 -> 7	 Probility: 4.64392090774329E-15
Checked_Path : 1 -> 1 -> 3 -> 8 -> 6 -> 6 -> 7	 Probility: 4.64392090774329E-15
Checked_Path : 1 -> 1 -> 3 -> 8 -> 6 -> 7 -> 7	 Probility: 8.359057633937921E-12
Checked_Path : 1 -> 1 -> 3 -> 8 -> 6 -> 8 -> 7	 Probility: 1.9040075721747488E-11
Checked_Path : 1 -> 1 -> 3 -> 8 -> 6 -> 9 -> 7	 Probility: 1.9040075721747488E-11
Checked_Path : 1 -> 1 -> 3 -> 8 -> 9 -> 6 -> 7	 Probility: 4.64392090774329E-11
Checked_Path : 1 -> 1 -> 3 -> 9 -> 3 -> 6 -> 7	 Probility: 4.64392090774329E-15
Checked_Path : 1 -> 1 -> 3 -> 9 -> 6 -> 6 -> 7	 Probility: 4.64392090774329E-15
Checked_Path : 1 -> 1 -> 3 -> 9 -> 6 -> 7 -> 7	 Probility: 8.359057633937921E-12
Checked_Path : 1 -> 1 -> 3 -> 9 -> 6 -> 8 -> 7	 Probility: 1.9040075721747488E-11
Checked_Path : 1 -> 1 -> 3 -> 9 -> 6 -> 9 -> 7	 Probility: 1.9040075721747488E-11
Checked_Path : 1 -> 1 -> 6 -> 6 -> 7 -> 3 -> 7	 Probility: 2.3219604538716456E-15
Checked_Path : 1 -> 1 -> 6 -> 6 -> 8 -> 3 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 6 -> 6 -> 9 -> 3 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 6 -> 7 -> 3 -> 3 -> 7	 Probility: 2.321960453871645E-15
Checked_Path : 1 -> 1 -> 6 -> 7 -> 3 -> 5 -> 7	 Probility: 6.73368531622777E-12
Checked_Path : 1 -> 1 -> 6 -> 7 -> 3 -> 6 -> 7	 Probility: 2.321960453871645E-15
Checked_Path : 1 -> 1 -> 6 -> 7 -> 3 -> 8 -> 7	 Probility: 8.359057633937921E-12
Checked_Path : 1 -> 1 -> 6 -> 7 -> 3 -> 9 -> 7	 Probility: 8.359057633937921E-12
Checked_Path : 1 -> 1 -> 6 -> 7 -> 8 -> 3 -> 7	 Probility: 1.021662599703524E-11
Checked_Path : 1 -> 1 -> 6 -> 7 -> 9 -> 3 -> 7	 Probility: 1.3002978541681213E-11
Checked_Path : 1 -> 1 -> 6 -> 8 -> 3 -> 3 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 6 -> 8 -> 3 -> 5 -> 7	 Probility: 1.5337838775852144E-11
Checked_Path : 1 -> 1 -> 6 -> 8 -> 3 -> 6 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 6 -> 8 -> 3 -> 8 -> 7	 Probility: 1.904007572174749E-11
Checked_Path : 1 -> 1 -> 6 -> 8 -> 3 -> 9 -> 7	 Probility: 1.904007572174749E-11
Checked_Path : 1 -> 1 -> 6 -> 8 -> 9 -> 3 -> 7	 Probility: 5.288909922707636E-11
Checked_Path : 1 -> 1 -> 6 -> 9 -> 3 -> 3 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 6 -> 9 -> 3 -> 5 -> 7	 Probility: 1.5337838775852144E-11
Checked_Path : 1 -> 1 -> 6 -> 9 -> 3 -> 6 -> 7	 Probility: 5.288909922707637E-15
Checked_Path : 1 -> 1 -> 6 -> 9 -> 3 -> 8 -> 7	 Probility: 1.904007572174749E-11
Checked_Path : 1 -> 1 -> 6 -> 9 -> 3 -> 9 -> 7	 Probility: 1.904007572174749E-11
Checked_Path : 1 -> 2 -> 3 -> 3 -> 3 -> 6 -> 7	 Probility: 8.334176517536837E-19
Checked_Path : 1 -> 2 -> 3 -> 3 -> 5 -> 6 -> 7	 Probility: 7.978223838472838E-12
Checked_Path : 1 -> 2 -> 3 -> 3 -> 6 -> 6 -> 7	 Probility: 8.334176517536837E-19
Checked_Path : 1 -> 2 -> 3 -> 3 -> 6 -> 7 -> 7	 Probility: 1.5001517731566307E-15
Checked_Path : 1 -> 2 -> 3 -> 3 -> 6 -> 8 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 3 -> 3 -> 6 -> 9 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 3 -> 3 -> 8 -> 6 -> 7	 Probility: 3.000303546313261E-15
Checked_Path : 1 -> 2 -> 3 -> 3 -> 9 -> 6 -> 7	 Probility: 3.000303546313261E-15
Checked_Path : 1 -> 2 -> 3 -> 5 -> 3 -> 6 -> 7	 Probility: 2.4169111900856828E-15
Checked_Path : 1 -> 2 -> 3 -> 5 -> 6 -> 6 -> 7	 Probility: 7.97822383847284E-12
Checked_Path : 1 -> 2 -> 3 -> 5 -> 6 -> 7 -> 7	 Probility: 1.4360802909251109E-8
Checked_Path : 1 -> 2 -> 3 -> 5 -> 6 -> 8 -> 7	 Probility: 3.271071773773863E-8
Checked_Path : 1 -> 2 -> 3 -> 5 -> 6 -> 9 -> 7	 Probility: 3.271071773773863E-8
Checked_Path : 1 -> 2 -> 3 -> 5 -> 7 -> 6 -> 7	 Probility: 5.075513499179934E-12
Checked_Path : 1 -> 2 -> 3 -> 5 -> 8 -> 6 -> 7	 Probility: 4.108749023145661E-12
Checked_Path : 1 -> 2 -> 3 -> 5 -> 9 -> 6 -> 7	 Probility: 7.009042451248479E-12
Checked_Path : 1 -> 2 -> 3 -> 6 -> 6 -> 6 -> 7	 Probility: 8.334176517536837E-19
Checked_Path : 1 -> 2 -> 3 -> 6 -> 6 -> 7 -> 7	 Probility: 1.5001517731566307E-15
Checked_Path : 1 -> 2 -> 3 -> 6 -> 6 -> 8 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 3 -> 6 -> 6 -> 9 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 3 -> 6 -> 7 -> 3 -> 7	 Probility: 1.5001517731566305E-15
Checked_Path : 1 -> 2 -> 3 -> 6 -> 7 -> 6 -> 7	 Probility: 1.5001517731566305E-15
Checked_Path : 1 -> 2 -> 3 -> 6 -> 7 -> 8 -> 7	 Probility: 6.600667801889174E-12
Checked_Path : 1 -> 2 -> 3 -> 6 -> 7 -> 9 -> 7	 Probility: 8.400849929677131E-12
Checked_Path : 1 -> 2 -> 3 -> 6 -> 8 -> 3 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 3 -> 6 -> 8 -> 6 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 3 -> 6 -> 8 -> 9 -> 7	 Probility: 3.417012372190103E-11
Checked_Path : 1 -> 2 -> 3 -> 6 -> 9 -> 3 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 3 -> 6 -> 9 -> 6 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 3 -> 8 -> 3 -> 6 -> 7	 Probility: 3.000303546313261E-15
Checked_Path : 1 -> 2 -> 3 -> 8 -> 6 -> 6 -> 7	 Probility: 3.000303546313261E-15
Checked_Path : 1 -> 2 -> 3 -> 8 -> 6 -> 7 -> 7	 Probility: 5.4005463833638695E-12
Checked_Path : 1 -> 2 -> 3 -> 8 -> 6 -> 8 -> 7	 Probility: 1.230124453988437E-11
Checked_Path : 1 -> 2 -> 3 -> 8 -> 6 -> 9 -> 7	 Probility: 1.230124453988437E-11
Checked_Path : 1 -> 2 -> 3 -> 8 -> 9 -> 6 -> 7	 Probility: 3.000303546313261E-11
Checked_Path : 1 -> 2 -> 3 -> 9 -> 3 -> 6 -> 7	 Probility: 3.000303546313261E-15
Checked_Path : 1 -> 2 -> 3 -> 9 -> 6 -> 6 -> 7	 Probility: 3.000303546313261E-15
Checked_Path : 1 -> 2 -> 3 -> 9 -> 6 -> 7 -> 7	 Probility: 5.4005463833638695E-12
Checked_Path : 1 -> 2 -> 3 -> 9 -> 6 -> 8 -> 7	 Probility: 1.230124453988437E-11
Checked_Path : 1 -> 2 -> 3 -> 9 -> 6 -> 9 -> 7	 Probility: 1.230124453988437E-11
Checked_Path : 1 -> 2 -> 6 -> 6 -> 7 -> 3 -> 7	 Probility: 1.5001517731566305E-15
Checked_Path : 1 -> 2 -> 6 -> 6 -> 8 -> 3 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 6 -> 6 -> 9 -> 3 -> 7	 Probility: 3.417012372190103E-15
Checked_Path : 1 -> 2 -> 6 -> 7 -> 3 -> 3 -> 7	 Probility: 1.5001517731566305E-15
Checked_Path : 1 -> 2 -> 6 -> 7 -> 3 -> 5 -> 7	 Probility: 4.350440142154228E-12
Checked_Path : 1 -> 2 -> 6 -> 7 -> 3 -> 6 -> 7	 Probility: 1.5001517731566305E-15
Checked_Path : 1 -> 2 -> 6 -> 7 -> 3 -> 8 -> 7	 Probility: 5.4005463833638695E-12
Checked_Path : 1 -> 2 -> 6 -> 7 -> 3 -> 9 -> 7	 Probility: 5.4005463833638695E-12
Checked_Path : 1 -> 2 -> 6 -> 7 -> 8 -> 3 -> 7	 Probility: 6.600667801889175E-12
Checked_Path : 1 -> 2 -> 6 -> 7 -> 9 -> 3 -> 7	 Probility: 8.400849929677131E-12
